effektivitet
elD,3.5
elB,3.66666666666667
kjel,3
elE,3.89473684210526
real,2.72413793103448
sent2,2.25
verk,3.22222222222222
bygg,2.75
sent1,2.90909090909091
hand,4
tapir,2.25
berg,1.33333333333333
gamEl,3.66666666666667
hoved,2.75
varme,3.33333333333333
gruve,2.4
gamFys,4
itSyd,4
kjemi1,2.5
kjemi2,4
elA,4
kjemi5,2
